gene_chrom	gene_start	gene_end	gene	TAD_chrom	TAD_bp1	TAD_bp2	TAD_ID
chr20	11890723	11926609	BTBD3	chr20	11570000	12730000	TAD_1634
chr20	21395365	21397526	NKX2	chr20	21220000	21500000	TAD_1652
chr20	5068232	5113103	TMEM230	chr20	4730000	5110000	TAD_1655
chr20	5068232	5113103	TMEM230	chr20	4960000	5110000	TAD_1713
chr20	17226107	17484578	PCSK2	chr20	16790000	17430000	TAD_1637
chr20	23491101	23496010	CST8	chr20	23440000	23630000	TAD_1644
chr20	13221274	13300651	ISM1	chr20	12910000	13800000	TAD_1635
chr20	24469629	24666616	SYNDIG1	chr20	24130000	24930000	TAD_1636
chr20	21303331	21389825	XRN2	chr20	21220000	21500000	TAD_1652
chr20	17493905	17569220	BFSP1	chr20	17490000	17990000	TAD_1646
chr20	17570075	17609919	DSTN	chr20	17490000	17990000	TAD_1646
chr20	17570075	17609919	DSTN	chr20	17500000	17670000	TAD_1673
chr20	2101827	2177038	STK35	chr20	1980000	2180000	TAD_1727
chr20	661596	675802	SCRT2	chr20	550000	740000	TAD_1677
chr20	34689097	34825651	NCOA6	chr20	34540000	34770000	TAD_1721
chr20	13008972	13169103	SPTLC3	chr20	12910000	13800000	TAD_1635
chr20	10637684	10673999	JAG1	chr20	10450000	10670000	TAD_1715
chr20	4852356	5010293	SLC23A2	chr20	4730000	5110000	TAD_1655
chr20	23564732	23568484	CST9L	chr20	23440000	23630000	TAD_1644
chr20	13389392	13638932	TASP1	chr20	12910000	13800000	TAD_1635
chr20	36777447	36863538	SOGA1	chr20	36550000	36930000	TAD_1684
chr20	36777447	36863538	SOGA1	chr20	36760000	36900000	TAD_1734
chr20	38962299	39039723	DHX35	chr20	38910000	39080000	TAD_1711
chr20	43914852	44069616	TOX2	chr20	43740000	44080000	TAD_1693
chr20	46894624	47188844	EYA2	chr20	46740000	47160000	TAD_1656
chr20	46366050	46432985	ELMO2	chr20	46000000	46450000	TAD_1645
chr20	46366050	46432985	ELMO2	chr20	46110000	46450000	TAD_1665
chr20	38926312	38953106	FAM83D	chr20	38910000	39080000	TAD_1711
chr20	46709649	46736347	SLC2A10	chr20	46500000	46720000	TAD_1676
chr20	46173739	46308498	CDH22	chr20	46000000	46450000	TAD_1645
chr20	46173739	46308498	CDH22	chr20	46110000	46450000	TAD_1665
chr20	46345980	46364458	SLC35C2	chr20	46000000	46450000	TAD_1645
chr20	46345980	46364458	SLC35C2	chr20	46110000	46450000	TAD_1665
chr20	47501887	47656877	NCOA3	chr20	47400000	47640000	TAD_1672
chr20	38304150	38337505	BPI	chr20	38040000	38360000	TAD_1651
chr20	49503874	49568137	PTGIS	chr20	49330000	49510000	TAD_1703
chr20	51596514	51768390	ATP9A	chr20	51360000	51600000	TAD_1707
chr20	33993646	34108308	RALY	chr20	33780000	34140000	TAD_1704
chr20	49982980	49988886	SNAI1	chr20	49940000	50170000	TAD_1695
chr20	62952707	62969585	SLC17A9	chr20	62850000	63010000	TAD_1730
chr20	62136733	62143440	PSMA7	chr20	61970000	62170000	TAD_1692
chr20	62136733	62143440	PSMA7	chr20	61970000	62390000	TAD_1647
chr20	59958423	60034011	CDH26	chr20	59950000	61270000	TAD_1633
chr20	62410237	62427539	RBBP8NL	chr20	62410000	62810000	TAD_1694
chr20	23626706	23638473	CST3	chr20	23440000	23630000	TAD_1644
chr20	62938147	62948475	GID8	chr20	62850000	63010000	TAD_1730
chr20	57648392	57711536	PMEPA1	chr20	57610000	58190000	TAD_1661
chr20	2658395	2664219	IDH3B	chr20	2500000	2660000	TAD_1681
chr20	34088309	34112243	EIF2S2	chr20	33780000	34140000	TAD_1704
chr20	57168753	57266641	BMP7	chr20	57060000	57340000	TAD_1662
chr20	63005927	63007035	BHLHE23	chr20	62850000	63010000	TAD_1730
chr20	61252261	61940617	CDH4	chr20	59950000	61270000	TAD_1633
chr20	36651766	36746090	NDRG3	chr20	36550000	36930000	TAD_1684
chr20	62387103	62388520	RPS21	chr20	61970000	62390000	TAD_1647
chr20	62143769	62182514	SS18L1	chr20	61970000	62170000	TAD_1692
chr20	62143769	62182514	SS18L1	chr20	61970000	62390000	TAD_1647
chr20	2652593	2658393	NOP56	chr20	2500000	2660000	TAD_1681
chr20	51386957	51562831	NFATC2	chr20	51360000	51600000	TAD_1707
chr20	62307955	62367312	LAMA5	chr20	61970000	62390000	TAD_1647
chr20	62122461	62135374	LSM14B	chr20	61970000	62170000	TAD_1692
chr20	62122461	62135374	LSM14B	chr20	61970000	62390000	TAD_1647
chr20	59577509	59847711	PHACTR3	chr20	59560000	59750000	TAD_1688
chr20	62463497	62475995	GATA5	chr20	62410000	62810000	TAD_1694
chr20	38346482	38377013	LBP	chr20	38040000	38360000	TAD_1651
chr20	36996349	37095997	RBL1	chr20	36950000	37170000	TAD_1666
chr20	62302093	62308862	ADRM1	chr20	61970000	62390000	TAD_1647
chr20	35771974	35950370	PHF20	chr20	35460000	35950000	TAD_1701
chr20	35771974	35950370	PHF20	chr20	35720000	35900000	TAD_1722
chr20	45306840	45317824	RBPJL	chr20	45300000	45450000	TAD_1667
chr20	45325288	45348424	SDC4	chr20	45300000	45450000	TAD_1667
chr20	45361937	45376798	SYS1	chr20	45300000	45450000	TAD_1667
chr20	45372557	45407889	TP53TG5	chr20	45300000	45450000	TAD_1667
chr20	58981208	58995133	NELFCD	chr20	58860000	59040000	TAD_1700
chr20	59019429	59026654	TUBB1	chr20	58860000	59040000	TAD_1700
chr20	59025475	59032345	ATP5F1E	chr20	58860000	59040000	TAD_1700
chr20	59033145	59042809	PRELID3B	chr20	58860000	59040000	TAD_1700
chr20	35433347	35454746	GDF5	chr20	35280000	35440000	TAD_1699
chr20	35523186	35529652	C20orf173	chr20	35460000	35950000	TAD_1701
chr20	35648925	35664956	RBM12	chr20	35460000	35950000	TAD_1701
chr20	44475874	44494603	TTPAL	chr20	44470000	44640000	TAD_1731
chr20	44496221	44522085	SERINC3	chr20	44470000	44640000	TAD_1731
chr20	44531785	44624247	PKIG	chr20	44470000	44640000	TAD_1731
chr20	36876121	36894235	TLDC2	chr20	36550000	36930000	TAD_1684
chr20	36876121	36894235	TLDC2	chr20	36760000	36900000	TAD_1734
chr20	43457893	43466046	SRSF6	chr20	43440000	43690000	TAD_1639
chr20	43590937	43647299	IFT52	chr20	43440000	43690000	TAD_1639
chr20	43667019	43716495	MYBL2	chr20	43440000	43690000	TAD_1639
chr20	23602410	23605917	CST9	chr20	23440000	23630000	TAD_1644
chr20	646615	653200	SRXN1	chr20	550000	740000	TAD_1677
chr20	62231922	62296213	OSBPL2	chr20	61970000	62390000	TAD_1647
chr20	63195429	63216139	YTHDF1	chr20	63020000	63440000	TAD_1686
chr20	63235883	63240495	BIRC7	chr20	63020000	63440000	TAD_1686
chr20	63240784	63272694	NKAIN4	chr20	63020000	63440000	TAD_1686
chr20	63272785	63289790	ARFGAP1	chr20	63020000	63440000	TAD_1686
chr20	63343223	63378401	CHRNA4	chr20	63020000	63440000	TAD_1686
chr20	63520765	63522206	PPDPF	chr20	63520000	63990000	TAD_1670
chr20	63528001	63537376	PTK6	chr20	63520000	63990000	TAD_1670
chr20	63547891	63556695	FNDC11	chr20	63520000	63990000	TAD_1670
chr20	31944337	31952046	PDRG1	chr20	31810000	32070000	TAD_1725
chr20	31968151	32003387	XKR7	chr20	31810000	32070000	TAD_1725
chr20	32010438	32032180	CCM2L	chr20	31810000	32070000	TAD_1725
chr20	32192504	32207743	PLAGL2	chr20	32110000	32500000	TAD_1674
chr20	32631625	32673941	C20orf203	chr20	32510000	32650000	TAD_1680
chr20	35172072	35216240	PROCR	chr20	34830000	35270000	TAD_1696
chr20	35172072	35216240	PROCR	chr20	35100000	35270000	TAD_1735
chr20	35201745	35278131	MMP24OS	chr20	34830000	35270000	TAD_1696
chr20	35201745	35278131	MMP24OS	chr20	35100000	35270000	TAD_1735
chr20	35226690	35276998	MMP24	chr20	34830000	35270000	TAD_1696
chr20	35226690	35276998	MMP24	chr20	35100000	35270000	TAD_1735
chr20	35285731	35292425	FAM83C	chr20	35280000	35440000	TAD_1699
chr20	1894167	1940592	SIRPA	chr20	1760000	1960000	TAD_1709
chr20	36751791	36773818	DSN1	chr20	36550000	36930000	TAD_1684
chr20	63743668	63832038	ZBTB46	chr20	63520000	63990000	TAD_1670
chr20	49812713	49892242	SLC9A8	chr20	49650000	49840000	TAD_1716
chr20	36573488	36593950	TGIF2	chr20	36550000	36930000	TAD_1684
chr20	36612318	36646196	SLA2	chr20	36550000	36930000	TAD_1684
chr20	31819308	31834689	MYLK2	chr20	31810000	32070000	TAD_1725
chr20	31844303	31845604	FOXS1	chr20	31810000	32070000	TAD_1725
chr20	17956979	18059188	OVOL2	chr20	17490000	17990000	TAD_1646
chr20	17969018	17991122	MGME1	chr20	17490000	17990000	TAD_1646
chr20	9514358	9530524	LAMP5	chr20	9400000	9610000	TAD_1669
chr20	45833799	45843276	SNX21	chr20	45790000	45970000	TAD_1650
chr20	45857614	45879122	ZSWIM3	chr20	45790000	45970000	TAD_1650
chr20	45898621	45912155	PLTP	chr20	45790000	45970000	TAD_1650
chr20	45934683	45948023	PCIF1	chr20	45790000	45970000	TAD_1650
chr20	45948660	45972203	ZNF335	chr20	45790000	45970000	TAD_1650
chr20	46008908	46016561	MMP9	chr20	46000000	46450000	TAD_1645
chr20	1368977	1393164	FKBP1A	chr20	1310000	1470000	TAD_1642
chr20	33657087	33674463	NECAB3	chr20	33400000	33670000	TAD_1691
chr20	33662327	33665619	C20orf144	chr20	33400000	33670000	TAD_1691
chr20	33811348	33854366	CHMP4B	chr20	33780000	34140000	TAD_1704
chr20	17941597	17968980	SNX5	chr20	17490000	17990000	TAD_1646
chr20	9537370	9839076	PAK5	chr20	9400000	9610000	TAD_1669
chr20	17693672	17735871	BANF2	chr20	17490000	17990000	TAD_1646
chr20	17693672	17735871	BANF2	chr20	17690000	17900000	TAD_1733
chr20	58985686	59008238	CTSZ	chr20	58860000	59040000	TAD_1700
chr20	4686350	4701590	PRNP	chr20	4590000	4730000	TAD_1708
chr20	4721909	4728460	PRND	chr20	4590000	4730000	TAD_1708
chr20	4780023	4823608	RASSF2	chr20	4730000	5110000	TAD_1655
chr20	35668052	35699355	NFS1	chr20	35460000	35950000	TAD_1701
chr20	35699272	35700984	ROMO1	chr20	35460000	35950000	TAD_1701
chr20	35701347	35742312	RBM39	chr20	35460000	35950000	TAD_1701
chr20	35626031	35664956	CPNE1	chr20	35460000	35950000	TAD_1701
chr20	19212642	19722926	SLC24A3	chr20	19200000	19620000	TAD_1668
chr20	45791954	45811427	DNTTIP1	chr20	45790000	45970000	TAD_1650
chr20	45812576	45816957	UBE2C	chr20	45790000	45970000	TAD_1650
chr20	45823214	45833745	TNNC2	chr20	45790000	45970000	TAD_1650
chr20	45881227	45885266	ZSWIM1	chr20	45790000	45970000	TAD_1650
chr20	49046246	49096960	CSE1L	chr20	48980000	49260000	TAD_1679
chr20	49113339	49188367	STAU1	chr20	48980000	49260000	TAD_1679
chr20	62642503	62685785	SLCO4A1	chr20	62410000	62810000	TAD_1694
chr20	62642503	62685785	SLCO4A1	chr20	62640000	62810000	TAD_1724
chr20	62708836	62762771	NTSR1	chr20	62410000	62810000	TAD_1694
chr20	62708836	62762771	NTSR1	chr20	62640000	62810000	TAD_1724
chr20	62796473	62801729	MRGBP	chr20	62410000	62810000	TAD_1694
chr20	62796473	62801729	MRGBP	chr20	62640000	62810000	TAD_1724
chr20	62804835	62814000	OGFR	chr20	62410000	62810000	TAD_1694
chr20	62804835	62814000	OGFR	chr20	62640000	62810000	TAD_1724
chr20	62877738	62937952	DIDO1	chr20	62850000	63010000	TAD_1730
chr20	36091504	36232799	EPB41L1	chr20	35970000	36140000	TAD_1705
chr20	36236131	36270918	AAR2	chr20	36210000	36440000	TAD_1732
chr20	423596	462566	TBC1D20	chr20	350000	510000	TAD_1702
chr20	472498	543835	CSNK2A1	chr20	350000	510000	TAD_1702
chr20	13785007	13821580	NDUFAF5	chr20	12910000	13800000	TAD_1635
chr20	49237946	49278426	ZNFX1	chr20	48980000	49260000	TAD_1679
chr20	50731580	50756795	PARD6B	chr20	50600000	50760000	TAD_1687
chr20	50958818	50963929	MOCS3	chr20	50790000	50960000	TAD_1658
chr20	20017310	20033655	NAA20	chr20	19760000	20020000	TAD_1659
chr20	3927309	4015558	RNF24	chr20	3860000	4090000	TAD_1728
chr20	1442162	1473842	NSFL1C	chr20	1310000	1470000	TAD_1642
chr20	32052197	32101856	HCK	chr20	31810000	32070000	TAD_1725
chr20	49219347	49244077	DDX27	chr20	48980000	49260000	TAD_1679
chr20	62183028	62203568	MTG2	chr20	61970000	62390000	TAD_1647
chr20	2536573	2643580	TMC2	chr20	2500000	2660000	TAD_1681
chr20	45888625	45891208	NEURL2	chr20	45790000	45970000	TAD_1650
chr20	13714322	13784919	ESF1	chr20	12910000	13800000	TAD_1635
chr20	50934867	50959140	DPM1	chr20	50790000	50960000	TAD_1658
chr20	51003656	51023107	KCNG1	chr20	50990000	51310000	TAD_1649
chr20	46060991	46089962	NCOA5	chr20	46000000	46450000	TAD_1645
chr20	36890229	36951893	SAMHD1	chr20	36550000	36930000	TAD_1684
chr20	36890229	36951893	SAMHD1	chr20	36760000	36900000	TAD_1734
chr20	63587602	63627101	GMEB2	chr20	63520000	63990000	TAD_1670
chr20	63639705	63657682	STMN3	chr20	63520000	63990000	TAD_1670
chr20	63696652	63698684	TNFRSF6B	chr20	63520000	63990000	TAD_1670
chr20	63698642	63708025	ARFRP1	chr20	63520000	63990000	TAD_1670
chr20	63707465	63736142	ZGPAT	chr20	63520000	63990000	TAD_1670
chr20	63739776	63744050	SLC2A4RG	chr20	63520000	63990000	TAD_1670
chr20	2794074	2800627	CPXM1	chr20	2680000	3020000	TAD_1682
chr20	2814987	2815833	C20orf141	chr20	2680000	3020000	TAD_1682
chr20	2816302	2820284	TMEM239	chr20	2680000	3020000	TAD_1682
chr20	2835314	2841190	PCED1A	chr20	2680000	3020000	TAD_1682
chr20	2840703	2866732	VPS16	chr20	2680000	3020000	TAD_1682
chr20	37289649	37317260	MANBAL	chr20	37190000	37540000	TAD_1690
chr20	37289649	37317260	MANBAL	chr20	37270000	37390000	TAD_1729
chr20	604257	610309	TCF15	chr20	550000	740000	TAD_1677
chr20	50794894	50877177	BCAS4	chr20	50790000	50960000	TAD_1658
chr20	45886491	45887622	SPATA25	chr20	45790000	45970000	TAD_1650
chr20	45406057	45410610	DBNDD2	chr20	45300000	45450000	TAD_1667
chr20	362835	397559	TRIB3	chr20	350000	510000	TAD_1702
chr20	63538489	63547749	SRMS	chr20	63520000	63990000	TAD_1670
chr20	31847637	31870664	DUSP15	chr20	31810000	32070000	TAD_1725
chr20	41178448	41317731	ZHX3	chr20	41130000	41340000	TAD_1714
chr20	36306336	36528637	DLGAP4	chr20	36210000	36440000	TAD_1732
chr20	2873420	3039076	PTPRA	chr20	2680000	3020000	TAD_1682
chr20	33490075	33650036	CBFA2T2	chr20	33400000	33670000	TAD_1691
chr20	33666943	33668525	ACTL10	chr20	33400000	33670000	TAD_1691
chr20	41136960	41196801	PLCG1	chr20	41130000	41340000	TAD_1714
chr20	50118254	50153734	PEDS1	chr20	49940000	50170000	TAD_1695
chr20	50190830	50192668	CEBPB	chr20	50190000	50460000	TAD_1697
chr20	37344685	37406050	SRC	chr20	37190000	37540000	TAD_1690
chr20	37344685	37406050	SRC	chr20	37270000	37390000	TAD_1729
chr20	23450403	23452876	CST11	chr20	23440000	23630000	TAD_1644
chr20	37251086	37261819	GHRH	chr20	37190000	37540000	TAD_1690
chr20	46540946	46550654	OCSTAMP	chr20	46500000	46720000	TAD_1676
chr20	46557823	46684467	SLC13A3	chr20	46500000	46720000	TAD_1676
chr20	62214960	62220278	HRH3	chr20	61970000	62390000	TAD_1647
chr20	20389530	20712644	RALGAPA2	chr20	20350000	20590000	TAD_1719
chr20	35542038	35557634	ERGIC3	chr20	35460000	35950000	TAD_1701
chr20	36605779	36612557	RAB5IF	chr20	36550000	36930000	TAD_1684
chr20	50081124	50115959	UBE2V1	chr20	49940000	50170000	TAD_1695
chr20	46021690	46060150	SLC12A5	chr20	46000000	46450000	TAD_1645
chr20	17613678	17682295	RRBP1	chr20	17490000	17990000	TAD_1646
chr20	17613678	17682295	RRBP1	chr20	17500000	17670000	TAD_1673
chr20	43558968	43588237	SGK2	chr20	43440000	43690000	TAD_1639
chr20	2296001	2341079	TGM3	chr20	2200000	2450000	TAD_1718
chr20	2380901	2432753	TGM6	chr20	2200000	2450000	TAD_1718
chr20	38472816	38578859	RALGAPB	chr20	38440000	38580000	TAD_1717
chr20	63293186	63334851	COL20A1	chr20	63020000	63440000	TAD_1686
chr20	45416084	45456934	PIGT	chr20	45300000	45450000	TAD_1667
chr20	46684365	46689444	TP53RK	chr20	46500000	46720000	TAD_1676
chr20	63981132	64033100	PRPF6	chr20	63520000	63990000	TAD_1670
chr20	35615829	35621094	SPAG4	chr20	35460000	35950000	TAD_1701
chr20	34928432	34956027	GSS	chr20	34830000	35270000	TAD_1696
chr20	35002404	35092807	TRPC4AP	chr20	34830000	35270000	TAD_1696
chr20	57495966	57525652	CTCFL	chr20	57360000	57500000	TAD_1660
chr20	47209214	47356889	ZMYND8	chr20	47200000	47380000	TAD_1683
chr20	62388634	62407285	CABLES2	chr20	61970000	62390000	TAD_1647
chr20	58150902	58161150	CIMIP1	chr20	57610000	58190000	TAD_1661
chr20	46118271	46129863	CD40	chr20	46000000	46450000	TAD_1645
chr20	46118271	46129863	CD40	chr20	46110000	46450000	TAD_1665
chr20	44584896	44652252	ADA	chr20	44470000	44640000	TAD_1731
chr20	32983773	33004433	SUN5	chr20	32870000	33320000	TAD_1648
chr20	33007704	33023703	BPIFB2	chr20	32870000	33320000	TAD_1648
chr20	33031648	33044047	BPIFB6	chr20	32870000	33320000	TAD_1648
chr20	33079643	33111751	BPIFB4	chr20	32870000	33320000	TAD_1648
chr20	33161768	33181412	BPIFA2	chr20	32870000	33320000	TAD_1648
chr20	33217310	33227806	BPIFA3	chr20	32870000	33320000	TAD_1648
chr20	33273480	33309871	BPIFB1	chr20	32870000	33320000	TAD_1648
chr20	33407957	33443763	SNTA1	chr20	33400000	33670000	TAD_1691
chr20	33053903	33073847	BPIFB3	chr20	32870000	33320000	TAD_1648
chr20	25294742	25390835	ABHD12	chr20	25250000	25410000	TAD_1726
chr20	34546854	34560345	MAP1LC3A	chr20	34540000	34770000	TAD_1721
chr20	34560542	34698790	PIGU	chr20	34540000	34770000	TAD_1721
chr20	34363235	34511773	ITCH	chr20	34300000	34510000	TAD_1723
chr20	25391008	25452700	GINS1	chr20	25250000	25410000	TAD_1726
chr20	22580998	22585455	FOXA2	chr20	22380000	22640000	TAD_1641
chr20	407498	432139	RBCK1	chr20	350000	510000	TAD_1702
chr20	57329803	57343994	SPO11	chr20	57060000	57340000	TAD_1662
chr20	57391396	57409333	RBM38	chr20	57360000	57500000	TAD_1660
chr20	45841721	45857405	ACOT8	chr20	45790000	45970000	TAD_1650
chr20	32277651	32335011	KIF3B	chr20	32110000	32500000	TAD_1674
chr20	32443059	32585333	NOL4L	chr20	32110000	32500000	TAD_1674
chr20	63558086	63574239	HELZ2	chr20	63520000	63990000	TAD_1670
chr20	50888916	50931437	ADNP	chr20	50790000	50960000	TAD_1658
chr20	2692780	2760108	EBF4	chr20	2680000	3020000	TAD_1682
chr20	31870634	31945000	TTLL9	chr20	31810000	32070000	TAD_1725
chr20	23079360	23086324	CD93	chr20	23050000	23250000	TAD_1685
chr20	5544439	5611006	GPCPD1	chr20	5530000	5780000	TAD_1675
chr20	63736283	63739103	LIME1	chr20	63520000	63990000	TAD_1670
chr20	63861498	63862988	ABHD16B	chr20	63520000	63990000	TAD_1670
chr20	63865228	63891545	TPD52L2	chr20	63520000	63990000	TAD_1670
chr20	63895126	63936031	DNAJC5	chr20	63520000	63990000	TAD_1670
chr20	63939829	63956416	UCKL1	chr20	63520000	63990000	TAD_1670
chr20	63956704	63969930	ZNF512B	chr20	63520000	63990000	TAD_1670
chr20	63974116	63980008	SAMD10	chr20	63520000	63990000	TAD_1670
chr20	13849247	13996443	SEL1L2	chr20	13810000	14070000	TAD_1640
chr20	13995369	16053197	MACROD2	chr20	13810000	14070000	TAD_1640
chr20	14322985	14337614	FLRT3	chr20	14160000	16720000	TAD_1631
chr20	43489442	43550954	L3MBTL1	chr20	43440000	43690000	TAD_1639
chr20	32207855	32238658	POFUT1	chr20	32110000	32500000	TAD_1674
chr20	45890144	45898949	CTSA	chr20	45790000	45970000	TAD_1650
chr20	63400208	63472677	KCNQ2	chr20	63020000	63440000	TAD_1686
chr20	37492472	37527931	BLCAP	chr20	37190000	37540000	TAD_1690
chr20	37521206	37523690	NNAT	chr20	37190000	37540000	TAD_1690
chr20	35115364	35147336	EDEM2	chr20	34830000	35270000	TAD_1696
chr20	35115364	35147336	EDEM2	chr20	35100000	35270000	TAD_1735
chr20	35302566	35412031	UQCC1	chr20	35280000	35440000	TAD_1699
chr20	16272104	16573448	KIF16B	chr20	14160000	16720000	TAD_1631
chr20	34704339	34713439	TP53INP2	chr20	34540000	34770000	TAD_1721
chr20	34844720	34872856	GGT7	chr20	34830000	35270000	TAD_1696
chr20	34872146	34927962	ACSS2	chr20	34830000	35270000	TAD_1696
chr20	34955810	35002437	MYH7B	chr20	34830000	35270000	TAD_1696
chr20	42072752	43189970	PTPRT	chr20	41740000	43330000	TAD_1632
chr20	63657810	63696253	RTEL1	chr20	63520000	63990000	TAD_1670
chr20	32358330	32439319	ASXL1	chr20	32110000	32500000	TAD_1674
chr20	33235995	33243311	BPIFA1	chr20	32870000	33320000	TAD_1648
chr20	38127385	38166578	TGM2	chr20	38040000	38210000	TAD_1720
chr20	38127385	38166578	TGM2	chr20	38040000	38360000	TAD_1651
chr20	38210503	38260772	KIAA1755	chr20	38040000	38360000	TAD_1651
chr20	58309715	58367507	RAB22A	chr20	58220000	58440000	TAD_1698
chr20	58389229	58451101	VAPB	chr20	58220000	58440000	TAD_1698
chr20	3888839	3929887	PANK2	chr20	3860000	4090000	TAD_1728
chr21	17513043	17593579	CXADR	chr21	17380000	17590000	TAD_1743
chr21	25639258	25717562	JAM2	chr21	25580000	25770000	TAD_1752
chr21	34073224	34143034	MRPS6	chr21	34070000	34210000	TAD_1779
chr21	34073578	34106260	SLC5A3	chr21	34070000	34210000	TAD_1779
chr21	17788974	17819386	C21orf91	chr21	17670000	17920000	TAD_1742
chr21	36320189	36386148	MORC3	chr21	36130000	36370000	TAD_1753
chr21	32733899	32771792	PAXBP1	chr21	32620000	32820000	TAD_1754
chr21	32790673	32813743	C21orf62	chr21	32620000	32820000	TAD_1754
chr21	33642400	33899861	ITSN1	chr21	33630000	33900000	TAD_1767
chr21	17901263	18267373	CHODL	chr21	17670000	17920000	TAD_1742
chr21	46598604	46605208	S100B	chr21	46130000	46670000	TAD_1766
chr21	29194071	29630751	BACH1	chr21	29080000	29380000	TAD_1749
chr21	38805183	38824955	ETS2	chr21	38730000	39130000	TAD_1762
chr21	38155549	38307357	KCNJ15	chr21	38140000	38360000	TAD_1755
chr21	26917922	26967088	ADAMTS5	chr21	26760000	28850000	TAD_1736
chr21	26917922	26967088	ADAMTS5	chr21	26850000	27550000	TAD_1738
chr21	41885112	41954018	C2CD2	chr21	41810000	42120000	TAD_1756
chr21	41986831	42010387	ZBTB21	chr21	41810000	42120000	TAD_1756
chr21	36135079	36146562	CBR3	chr21	36130000	36370000	TAD_1753
chr21	34787801	36004667	RUNX1	chr21	34730000	34880000	TAD_1763
chr21	32412006	32515397	EVA1C	chr21	32400000	32590000	TAD_1748
chr21	32497967	32587373	TCP10L	chr21	32400000	32590000	TAD_1748
chr21	44805617	44818779	SUMO3	chr21	44780000	44930000	TAD_1774
chr21	25585656	25607517	MRPL39	chr21	25580000	25770000	TAD_1752
chr21	43719094	43762307	PDXK	chr21	43660000	43780000	TAD_1751
chr21	43865223	43987592	AGPAT3	chr21	43810000	43960000	TAD_1740
chr21	37365573	37526358	DYRK1A	chr21	37170000	37630000	TAD_1744
chr21	45405165	45513720	COL18A1	chr21	45290000	45450000	TAD_1773
chr21	41304212	41357727	FAM3B	chr21	41270000	41480000	TAD_1772
chr21	26835755	26845409	ADAMTS1	chr21	26760000	28850000	TAD_1736
chr21	25734570	25772460	GABPA	chr21	25580000	25770000	TAD_1752
chr21	32628759	32728040	SYNJ1	chr21	32620000	32820000	TAD_1754
chr21	39867438	39929397	PCP4	chr21	39780000	40120000	TAD_1747
chr21	40010999	40847158	DSCAM	chr21	39780000	40120000	TAD_1747
chr21	41739369	41767089	RIPK4	chr21	41590000	41790000	TAD_1769
chr21	42199689	42297244	ABCG1	chr21	42130000	42450000	TAD_1759
chr21	42199689	42297244	ABCG1	chr21	42140000	42300000	TAD_1765
chr21	42346357	42350997	TFF2	chr21	42130000	42450000	TAD_1759
chr21	42346357	42350997	TFF2	chr21	42310000	42450000	TAD_1778
chr21	42362282	42366535	TFF1	chr21	42130000	42450000	TAD_1759
chr21	42362282	42366535	TFF1	chr21	42310000	42450000	TAD_1778
chr21	42371887	42396091	TMPRSS3	chr21	42130000	42450000	TAD_1759
chr21	42371887	42396091	TMPRSS3	chr21	42310000	42450000	TAD_1778
chr21	42403447	42447684	UBASH3A	chr21	42130000	42450000	TAD_1759
chr21	42403447	42447684	UBASH3A	chr21	42310000	42450000	TAD_1778
chr21	42653621	42775509	PDE9A	chr21	42580000	42840000	TAD_1750
chr21	44455510	44462196	LRRC3	chr21	44340000	44470000	TAD_1758
chr21	44849585	44873903	PTTG1IP	chr21	44780000	44930000	TAD_1774
chr21	45263928	45287898	POFUT2	chr21	45140000	45280000	TAD_1776
chr21	45643694	45942454	PCBP3	chr21	45550000	45870000	TAD_1764
chr21	41464300	41531116	TMPRSS2	chr21	41270000	41480000	TAD_1772
chr21	41420020	41470071	MX1	chr21	41270000	41480000	TAD_1772
chr21	41361999	41409393	MX2	chr21	41270000	41480000	TAD_1772
chr21	25716503	25735673	ATP5PF	chr21	25580000	25770000	TAD_1752
chr21	46161148	46184476	SPATC1L	chr21	46130000	46670000	TAD_1766
chr21	46188141	46228824	LSS	chr21	46130000	46670000	TAD_1766
chr21	46136160	46155579	FTCD	chr21	46130000	46670000	TAD_1766
chr21	36748626	36990236	HLCS	chr21	36720000	36920000	TAD_1775
chr21	45981770	46005050	COL6A1	chr21	45950000	46120000	TAD_1770
chr21	33025935	33029196	OLIG2	chr21	32840000	33180000	TAD_1761
chr21	33070141	33072413	OLIG1	chr21	32840000	33180000	TAD_1761
chr21	42311667	42315409	TFF3	chr21	42130000	42450000	TAD_1759
chr21	42311667	42315409	TFF3	chr21	42310000	42450000	TAD_1778
chr21	42062959	42143453	UMODL1	chr21	41810000	42120000	TAD_1756
chr21	15729982	15880064	USP25	chr21	15650000	15880000	TAD_1746
chr21	36156782	36294274	DOP1B	chr21	36130000	36370000	TAD_1753
chr21	46635595	46665124	PRMT2	chr21	46130000	46670000	TAD_1766
chr21	44350163	44443081	TRPM2	chr21	44340000	44470000	TAD_1758
chr21	39556442	39673137	B3GALT5	chr21	39510000	39730000	TAD_1760
chr21	46235133	46286297	MCM3AP	chr21	46130000	46670000	TAD_1766
chr21	46286342	46297751	YBEY	chr21	46130000	46670000	TAD_1766
chr21	46300181	46323875	C21orf58	chr21	46130000	46670000	TAD_1766
chr21	46458891	46570015	DIP2A	chr21	46130000	46670000	TAD_1766
chr21	33432485	33479974	TMEM50B	chr21	33190000	33450000	TAD_1768
chr21	33266367	33311420	IL10RB	chr21	33190000	33450000	TAD_1768
chr21	33403413	33479348	IFNGR2	chr21	33190000	33450000	TAD_1768
